date,time,srcIP,distIP,port,flow
2016-4-1,11:25:22,202.120.138.191,202.120.236.181,80,284
2016-4-1,11:25:24,202.120.138.193,202.120.236.181,80,4632
2016-4-1,11:25:24,202.120.138.193,202.120.236.181,80,4770
2016-4-1,11:25:26,202.120.140.74,202.120.236.156,80,276
2016-4-1,11:25:27,202.120.140.74,202.120.236.156,80,6592
2016-4-1,11:25:36,202.120.140.227,202.120.161.1,80,3035
2016-4-1,11:25:38,202.120.216.69,202.120.216.221,80,4365
2016-4-1,11:25:38,202.120.220.7,202.120.112.246,80,2007
2016-4-1,11:25:38,202.120.216.103,202.120.112.246,80,2027
2016-4-1,11:25:38,202.120.220.109,202.120.112.246,80,2043
2016-4-1,11:25:38,202.120.220.163,202.120.112.246,80,1909
